qseqid	sseqid	nident	pident	positive	ppos	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
b231e7e49d84ac2c5e11_mega	e83953750dcb12bb6899_mega	17	32.692	29	55.77	52	31	2	5	55	5	53	1.12e-05	33.5
b231e7e49d84ac2c5e11_mega	578264fcefdc3662b129_mega	16	27.119	29	49.15	59	40	1	4	59	5	63	2.61e-05	32.3
b231e7e49d84ac2c5e11_mega	f1d0bc8d073ec95126e8_mega	15	32.609	25	54.35	46	29	1	14	59	1	44	2.97e-05	32.3
b231e7e49d84ac2c5e11_mega	841d80cc36fc07fb7a4f_mega	13	40.625	21	65.62	32	19	0	5	36	23	54	3.6e-05	32.0
b231e7e49d84ac2c5e11_mega	66ececd2fc1942ab4755_mega	18	36.0	25	50.0	50	31	1	6	55	6	54	3.78e-05	32.0
b231e7e49d84ac2c5e11_mega	9e69243ee9ff143aac75_mega	14	25.455	26	47.27	55	40	1	2	56	1	54	0.005	26.6
b231e7e49d84ac2c5e11_mega	11c50d3778ee31393c5b_mega	14	25.455	28	50.91	55	38	2	5	56	7	61	0.021	25.0
b231e7e49d84ac2c5e11_mega	57b41a67f745aeecc41c_tmdbs	14	31.818	24	54.55	44	30	0	6	49	154	197	0.17	23.5
b231e7e49d84ac2c5e11_mega	0a0c511a27be5f3d0d14_S2648	14	31.818	24	54.55	44	30	0	6	49	153	196	0.17	23.5
b231e7e49d84ac2c5e11_mega	8896ca1ce7fa69a7d820_S2648	8	42.105	10	52.63	19	11	0	31	49	198	216	0.87	21.6
b231e7e49d84ac2c5e11_mega	90e7a2fc7dc4e7059dcd_tmdbm	9	37.5	13	54.17	24	15	0	29	52	142	165	4.1	19.6
b231e7e49d84ac2c5e11_mega	90e7a2fc7dc4e7059dcd_ptmuld	9	37.5	13	54.17	24	15	0	29	52	142	165	4.1	19.6
b231e7e49d84ac2c5e11_mega	83460c2c03891f8022ea_tmdbs	10	35.714	16	57.14	28	13	2	15	38	37	63	5.8	18.9
b231e7e49d84ac2c5e11_mega	83460c2c03891f8022ea_S669	10	35.714	16	57.14	28	13	2	15	38	37	63	5.8	18.9
b231e7e49d84ac2c5e11_mega	4c0167a1cceb7ecd4524_mega	6	16.216	20	54.05	37	28	1	19	55	26	59	6.4	18.5
b231e7e49d84ac2c5e11_mega	504155d66b219769922c_S2648	8	20.513	18	46.15	39	27	1	25	59	209	247	6.5	18.9
b231e7e49d84ac2c5e11_mega	e91c32fc0f7936e0e3ea_tmdbs	6	35.294	10	58.82	17	11	0	24	40	10	26	6.5	18.9
b231e7e49d84ac2c5e11_mega	e91c32fc0f7936e0e3ea_tmdbm	6	35.294	10	58.82	17	11	0	24	40	10	26	6.5	18.9
b231e7e49d84ac2c5e11_mega	ac25bc3c98d4695d9ddc_ptmuld	6	35.294	10	58.82	17	11	0	24	40	10	26	7.2	18.5
b231e7e49d84ac2c5e11_mega	bf1e9cb96573d26f633c_tmdbs	6	35.294	10	58.82	17	11	0	24	40	15	31	8.2	18.5
b231e7e49d84ac2c5e11_mega	bf1e9cb96573d26f633c_tmdbm	6	35.294	10	58.82	17	11	0	24	40	15	31	8.2	18.5
b231e7e49d84ac2c5e11_mega	bf1e9cb96573d26f633c_fireprot	6	35.294	10	58.82	17	11	0	24	40	15	31	8.2	18.5
ae8f9ea9c07d3afaa6c9_mega	ae8f9ea9c07d3afaa6c9_mega	59	100.0	59	100.0	59	0	0	1	59	1	59	1.9e-40	121.0
ae8f9ea9c07d3afaa6c9_mega	360e66ad345127f9b139_mega	57	96.61	57	96.61	59	2	0	1	59	1	59	1.28e-38	116.0
ae8f9ea9c07d3afaa6c9_mega	9680013acdeff88cc5a2_mega	18	36.0	30	60.0	50	32	0	6	55	5	54	3.33e-10	44.7
ae8f9ea9c07d3afaa6c9_mega	280d442b4b7fdec0652a_mega	22	46.809	31	65.96	47	22	2	10	56	8	51	4.93e-10	44.3
ae8f9ea9c07d3afaa6c9_mega	9335db61a9e401b5c2e0_tmdbs	20	37.736	30	56.6	53	33	0	4	56	2	54	2.78e-09	42.4
ae8f9ea9c07d3afaa6c9_mega	9335db61a9e401b5c2e0_S2648	20	37.736	30	56.6	53	33	0	4	56	2	54	2.78e-09	42.4
ae8f9ea9c07d3afaa6c9_mega	e89702de7b572897948c_mega	18	33.333	29	53.7	54	35	1	5	57	2	55	9.07e-09	41.2
ae8f9ea9c07d3afaa6c9_mega	58f60bb1d8aaad83cd79_mega	16	32.0	26	52.0	50	34	0	6	55	5	54	1.08e-08	41.2
ae8f9ea9c07d3afaa6c9_mega	70b8f8e832f44287f845_fireprot	16	30.769	31	59.62	52	35	1	7	58	159	209	3.25e-08	42.0
ae8f9ea9c07d3afaa6c9_mega	70b8f8e832f44287f845_fireprot	20	37.736	30	56.6	53	33	0	4	56	2	54	6.12e-08	41.2
ae8f9ea9c07d3afaa6c9_mega	c6b2557a4c9a905ac9d2_mega	18	33.333	27	50.0	54	35	1	5	57	4	57	7.22e-08	38.9
ae8f9ea9c07d3afaa6c9_mega	375b8a1060b67c3b23f6_tmdbs	18	33.333	30	55.56	54	35	1	5	57	89	142	7.88e-08	41.2
ae8f9ea9c07d3afaa6c9_mega	375b8a1060b67c3b23f6_fireprot	18	33.333	30	55.56	54	35	1	5	57	89	142	7.88e-08	41.2
ae8f9ea9c07d3afaa6c9_mega	70c7762ab85d8503895c_tmdbs	17	31.481	27	50.0	54	36	1	5	57	4	57	3.19e-07	37.4
ae8f9ea9c07d3afaa6c9_mega	70c7762ab85d8503895c_tmdbm	17	31.481	27	50.0	54	36	1	5	57	4	57	3.19e-07	37.4
ae8f9ea9c07d3afaa6c9_mega	70c7762ab85d8503895c_S2648	17	31.481	27	50.0	54	36	1	5	57	4	57	3.19e-07	37.4
ae8f9ea9c07d3afaa6c9_mega	70c7762ab85d8503895c_ptmuld	17	31.481	27	50.0	54	36	1	5	57	4	57	3.19e-07	37.4
ae8f9ea9c07d3afaa6c9_mega	b231e7e49d84ac2c5e11_mega	18	33.333	27	50.0	54	35	1	5	57	4	57	4.72e-07	37.0
ae8f9ea9c07d3afaa6c9_mega	ab69bfdd720d7f33e2e9_mega	17	31.481	26	48.15	54	36	1	5	57	4	57	6.21e-07	36.6
ae8f9ea9c07d3afaa6c9_mega	c94a25a8f45876980bf8_mega	17	31.481	26	48.15	54	36	1	5	57	4	57	7.39e-07	36.2
ae8f9ea9c07d3afaa6c9_mega	d16ec6147df269292de3_mega	18	34.615	25	48.08	52	33	1	7	57	5	56	1.02e-06	35.8
ae8f9ea9c07d3afaa6c9_mega	85af5ebaaf79aff682e8_mega	21	36.842	30	52.63	57	34	2	4	58	4	60	1.45e-06	35.8
ae8f9ea9c07d3afaa6c9_mega	b914382045d6682bf9a7_mega	16	29.63	26	48.15	54	37	1	5	57	4	57	1.66e-06	35.4
ae8f9ea9c07d3afaa6c9_mega	4005b5050c202e99e2a5_tmdbs	17	31.481	27	50.0	54	36	1	5	57	87	140	2.73e-06	36.6
ae8f9ea9c07d3afaa6c9_mega	66ececd2fc1942ab4755_mega	17	34.0	26	52.0	50	33	0	7	56	6	55	3.68e-06	34.7
ae8f9ea9c07d3afaa6c9_mega	eee4a4989257dc6e3d23_mega	17	33.333	31	60.78	51	32	2	6	55	5	54	5.86e-06	34.3
ae8f9ea9c07d3afaa6c9_mega	f0213083ebfae49a6c52_mega	17	32.692	24	46.15	52	34	1	7	57	5	56	6.21e-06	33.9
ae8f9ea9c07d3afaa6c9_mega	f6a7b0f2e970f7b28f70_mega	16	29.63	26	48.15	54	37	1	5	57	4	57	7.63e-06	33.9
ae8f9ea9c07d3afaa6c9_mega	871b68a5814493acbcce_mega	18	35.294	28	54.9	51	31	2	6	55	5	54	1.6e-05	33.1
ae8f9ea9c07d3afaa6c9_mega	ceafa53387bd6961289b_S669	15	31.915	28	59.57	47	31	1	10	55	9	55	1.74e-05	32.7
ae8f9ea9c07d3afaa6c9_mega	578264fcefdc3662b129_mega	17	29.31	31	53.45	58	37	2	2	55	2	59	2.17e-05	32.7
ae8f9ea9c07d3afaa6c9_mega	ffae150c4f7bd11d59f6_mega	16	32.0	23	46.0	50	33	1	7	55	5	54	4.44e-05	32.0
ae8f9ea9c07d3afaa6c9_mega	eddc3b4634ac90d16a56_mega	15	36.585	25	60.98	41	25	1	18	57	17	57	4.51e-05	32.0
ae8f9ea9c07d3afaa6c9_mega	3cd6213bee178eb0d919_mega	16	29.63	28	51.85	54	37	1	3	56	2	54	4.67e-05	31.6
ae8f9ea9c07d3afaa6c9_mega	a2cd7eaba8db01fe5674_mega	15	30.0	26	52.0	50	34	1	7	56	6	54	4.88e-05	31.6
ae8f9ea9c07d3afaa6c9_mega	de7d5aef1173e06d7a0a_mega	14	27.451	27	52.94	51	36	1	6	56	9	58	7.62e-05	31.2
ae8f9ea9c07d3afaa6c9_mega	57115714fd6439752991_mega	17	29.825	30	52.63	57	38	2	1	56	2	57	7.98e-05	31.2
ae8f9ea9c07d3afaa6c9_mega	c91112a3f48bd5d1a5a9_mega	17	29.825	30	52.63	57	38	2	1	56	4	59	8.85e-05	31.2
ae8f9ea9c07d3afaa6c9_mega	e95f0474dd9c90fa56ed_tmdbs	17	29.825	30	52.63	57	38	2	1	56	4	59	9.11e-05	31.2
ae8f9ea9c07d3afaa6c9_mega	e95f0474dd9c90fa56ed_tmdbm	17	29.825	30	52.63	57	38	2	1	56	4	59	9.11e-05	31.2
ae8f9ea9c07d3afaa6c9_mega	e95f0474dd9c90fa56ed_S2648	17	29.825	30	52.63	57	38	2	1	56	4	59	9.11e-05	31.2
ae8f9ea9c07d3afaa6c9_mega	92f00d6e24bba4839b5b_mega	15	29.412	27	52.94	51	35	1	6	56	9	58	9.68e-05	31.2
ae8f9ea9c07d3afaa6c9_mega	08f63ac9a85bce9135af_mega	15	27.778	28	51.85	54	38	1	3	56	1	53	9.9e-05	30.8
ae8f9ea9c07d3afaa6c9_mega	9e69243ee9ff143aac75_mega	15	28.302	30	56.6	53	38	0	4	56	2	54	0.000148	30.4
ae8f9ea9c07d3afaa6c9_mega	774fa5a25413aff2c6f3_mega	18	32.727	29	52.73	55	35	2	2	55	2	55	0.00019	30.4
ae8f9ea9c07d3afaa6c9_mega	9701477f9b34286b3cc6_tmdbs	17	29.825	30	52.63	57	38	2	1	56	967	1022	0.000209	31.6
ae8f9ea9c07d3afaa6c9_mega	14af28b910871c2e773a_ptmuld	15	27.778	27	50.0	54	38	1	3	56	2	54	0.000211	30.0
ae8f9ea9c07d3afaa6c9_mega	fcc1d0e443782f43afb0_mega	16	29.63	28	51.85	54	37	1	3	56	2	54	0.000214	30.0
ae8f9ea9c07d3afaa6c9_mega	c391edcfd0f9e5ff51dc_mega	15	27.778	27	50.0	54	38	1	3	56	3	55	0.000221	30.0
ae8f9ea9c07d3afaa6c9_mega	3755b33919ea151117dd_mega	14	27.451	26	50.98	51	36	1	5	55	4	53	0.000402	29.3
ae8f9ea9c07d3afaa6c9_mega	48c7676f5f46c6755d78_mega	14	25.926	27	50.0	54	39	1	3	56	2	54	0.000649	28.9
ae8f9ea9c07d3afaa6c9_mega	fa318866c425334483a0_mega	17	27.869	29	47.54	61	37	2	3	56	3	63	0.002	27.7
ae8f9ea9c07d3afaa6c9_mega	f0701a82b6d31864256a_mega	20	31.25	32	50.0	64	36	3	1	56	4	67	0.004	27.3
ae8f9ea9c07d3afaa6c9_mega	841d80cc36fc07fb7a4f_mega	13	33.333	22	56.41	39	25	1	1	38	17	55	0.005	26.6
ae8f9ea9c07d3afaa6c9_mega	f684fd75778d249ebeab_mega	13	24.074	28	51.85	54	40	1	4	56	8	61	0.006	26.6
ae8f9ea9c07d3afaa6c9_mega	f1d0bc8d073ec95126e8_mega	12	30.769	20	51.28	39	26	1	18	56	4	41	0.006	26.2
ae8f9ea9c07d3afaa6c9_mega	11c50d3778ee31393c5b_mega	10	23.81	24	57.14	42	28	2	18	55	19	60	0.27	22.3
ae8f9ea9c07d3afaa6c9_mega	aa561453eea53231bd71_S2648	10	33.333	18	60.0	30	15	1	12	36	128	157	0.78	21.6
ae8f9ea9c07d3afaa6c9_mega	8062b57fc81306921628_S669	7	43.75	11	68.75	16	9	0	44	59	188	203	3.4	19.6
ae8f9ea9c07d3afaa6c9_mega	e92186549e13475f43e4_mega	6	50.0	9	75.0	12	6	0	27	38	11	22	7.2	18.5
ae8f9ea9c07d3afaa6c9_mega	a51a050e19cedb8f459e_S2648	7	33.333	13	61.9	21	10	1	34	50	224	244	8.7	18.5
ae8f9ea9c07d3afaa6c9_mega	bfeed64c4099bff5afef_tmdbs	7	33.333	13	61.9	21	10	1	34	50	224	244	8.8	18.5
ae8f9ea9c07d3afaa6c9_mega	bfeed64c4099bff5afef_fireprot	7	33.333	13	61.9	21	10	1	34	50	224	244	8.8	18.5
360e66ad345127f9b139_mega	360e66ad345127f9b139_mega	59	100.0	59	100.0	59	0	0	1	59	1	59	3.26e-40	120.0
360e66ad345127f9b139_mega	ae8f9ea9c07d3afaa6c9_mega	57	96.61	57	96.61	59	2	0	1	59	1	59	1.28e-38	116.0
360e66ad345127f9b139_mega	280d442b4b7fdec0652a_mega	23	48.936	31	65.96	47	21	2	10	56	8	51	5.27e-10	44.3
360e66ad345127f9b139_mega	9680013acdeff88cc5a2_mega	17	34.0	30	60.0	50	33	0	6	55	5	54	1.54e-09	43.1
360e66ad345127f9b139_mega	e89702de7b572897948c_mega	18	33.333	29	53.7	54	35	1	5	57	2	55	1.18e-08	40.8
360e66ad345127f9b139_mega	58f60bb1d8aaad83cd79_mega	16	32.0	26	52.0	50	34	0	6	55	5	54	1.24e-08	40.8
360e66ad345127f9b139_mega	9335db61a9e401b5c2e0_tmdbs	19	35.849	30	56.6	53	34	0	4	56	2	54	1.43e-08	40.8
360e66ad345127f9b139_mega	9335db61a9e401b5c2e0_S2648	19	35.849	30	56.6	53	34	0	4	56	2	54	1.43e-08	40.8
360e66ad345127f9b139_mega	c6b2557a4c9a905ac9d2_mega	18	33.333	27	50.0	54	35	1	5	57	4	57	1e-07	38.5
360e66ad345127f9b139_mega	375b8a1060b67c3b23f6_tmdbs	18	33.333	30	55.56	54	35	1	5	57	89	142	1.08e-07	40.8
360e66ad345127f9b139_mega	375b8a1060b67c3b23f6_fireprot	18	33.333	30	55.56	54	35	1	5	57	89	142	1.08e-07	40.8
360e66ad345127f9b139_mega	70b8f8e832f44287f845_fireprot	16	30.769	31	59.62	52	35	1	7	58	159	209	1.51e-07	40.0
360e66ad345127f9b139_mega	70b8f8e832f44287f845_fireprot	19	35.849	30	56.6	53	34	0	4	56	2	54	2.87e-07	39.3
360e66ad345127f9b139_mega	70c7762ab85d8503895c_tmdbs	17	31.481	27	50.0	54	36	1	5	57	4	57	3.33e-07	37.4
360e66ad345127f9b139_mega	70c7762ab85d8503895c_tmdbm	17	31.481	27	50.0	54	36	1	5	57	4	57	3.33e-07	37.4
360e66ad345127f9b139_mega	70c7762ab85d8503895c_S2648	17	31.481	27	50.0	54	36	1	5	57	4	57	3.33e-07	37.4
360e66ad345127f9b139_mega	70c7762ab85d8503895c_ptmuld	17	31.481	27	50.0	54	36	1	5	57	4	57	3.33e-07	37.4
360e66ad345127f9b139_mega	85af5ebaaf79aff682e8_mega	18	42.857	26	61.9	42	23	1	18	58	19	60	4.04e-07	37.0
360e66ad345127f9b139_mega	b231e7e49d84ac2c5e11_mega	18	33.333	27	50.0	54	35	1	5	57	4	57	5.87e-07	36.6
360e66ad345127f9b139_mega	ab69bfdd720d7f33e2e9_mega	17	31.481	26	48.15	54	36	1	5	57	4	57	6.78e-07	36.6
360e66ad345127f9b139_mega	c94a25a8f45876980bf8_mega	17	31.481	26	48.15	54	36	1	5	57	4	57	6.93e-07	36.6
360e66ad345127f9b139_mega	d16ec6147df269292de3_mega	18	34.615	25	48.08	52	33	1	7	57	5	56	1.07e-06	35.8
360e66ad345127f9b139_mega	b914382045d6682bf9a7_mega	16	29.63	26	48.15	54	37	1	5	57	4	57	1.68e-06	35.4
360e66ad345127f9b139_mega	4005b5050c202e99e2a5_tmdbs	17	31.481	27	50.0	54	36	1	5	57	87	140	2.81e-06	36.6
360e66ad345127f9b139_mega	f0213083ebfae49a6c52_mega	17	32.692	24	46.15	52	34	1	7	57	5	56	6.49e-06	33.9
360e66ad345127f9b139_mega	eee4a4989257dc6e3d23_mega	18	35.294	31	60.78	51	31	2	6	55	5	54	7.86e-06	33.9
360e66ad345127f9b139_mega	f6a7b0f2e970f7b28f70_mega	16	29.63	26	48.15	54	37	1	5	57	4	57	8.79e-06	33.5
360e66ad345127f9b139_mega	eddc3b4634ac90d16a56_mega	15	36.585	26	63.41	41	25	1	18	57	17	57	1.08e-05	33.5
360e66ad345127f9b139_mega	871b68a5814493acbcce_mega	18	35.294	28	54.9	51	31	2	6	55	5	54	1.36e-05	33.1
360e66ad345127f9b139_mega	66ececd2fc1942ab4755_mega	17	34.0	25	50.0	50	33	0	7	56	6	55	2.22e-05	32.7
360e66ad345127f9b139_mega	ffae150c4f7bd11d59f6_mega	16	32.0	23	46.0	50	33	1	7	55	5	54	4.84e-05	31.6
360e66ad345127f9b139_mega	578264fcefdc3662b129_mega	17	29.31	31	53.45	58	37	2	2	55	2	59	6.21e-05	31.6
360e66ad345127f9b139_mega	ceafa53387bd6961289b_S669	15	31.915	27	57.45	47	31	1	10	55	9	55	0.000126	30.8
360e66ad345127f9b139_mega	774fa5a25413aff2c6f3_mega	17	43.59	24	61.54	39	20	2	18	55	18	55	0.000126	30.8
360e66ad345127f9b139_mega	a2cd7eaba8db01fe5674_mega	15	30.0	26	52.0	50	34	1	7	56	6	54	0.00014	30.4
360e66ad345127f9b139_mega	3cd6213bee178eb0d919_mega	16	29.63	28	51.85	54	37	1	3	56	2	54	0.00016	30.4
360e66ad345127f9b139_mega	de7d5aef1173e06d7a0a_mega	14	27.451	27	52.94	51	36	1	6	56	9	58	0.000207	30.0
360e66ad345127f9b139_mega	92f00d6e24bba4839b5b_mega	15	29.412	27	52.94	51	35	1	6	56	9	58	0.000236	30.0
360e66ad345127f9b139_mega	57115714fd6439752991_mega	17	29.825	30	52.63	57	38	2	1	56	2	57	0.000252	30.0
360e66ad345127f9b139_mega	c91112a3f48bd5d1a5a9_mega	17	29.825	30	52.63	57	38	2	1	56	4	59	0.00027	30.0
360e66ad345127f9b139_mega	e95f0474dd9c90fa56ed_tmdbs	17	29.825	30	52.63	57	38	2	1	56	4	59	0.000275	30.0
360e66ad345127f9b139_mega	e95f0474dd9c90fa56ed_tmdbm	17	29.825	30	52.63	57	38	2	1	56	4	59	0.000275	30.0
360e66ad345127f9b139_mega	e95f0474dd9c90fa56ed_S2648	17	29.825	30	52.63	57	38	2	1	56	4	59	0.000275	30.0
360e66ad345127f9b139_mega	08f63ac9a85bce9135af_mega	15	27.778	28	51.85	54	38	1	3	56	1	53	0.000342	29.6
360e66ad345127f9b139_mega	3755b33919ea151117dd_mega	12	31.579	22	57.89	38	25	1	18	55	17	53	0.000411	29.3
360e66ad345127f9b139_mega	9701477f9b34286b3cc6_tmdbs	17	29.825	30	52.63	57	38	2	1	56	967	1022	0.000452	30.4
360e66ad345127f9b139_mega	fcc1d0e443782f43afb0_mega	16	29.63	28	51.85	54	37	1	3	56	2	54	0.000615	28.9
360e66ad345127f9b139_mega	14af28b910871c2e773a_ptmuld	15	27.778	27	50.0	54	38	1	3	56	2	54	0.000633	28.9
360e66ad345127f9b139_mega	c391edcfd0f9e5ff51dc_mega	15	27.778	27	50.0	54	38	1	3	56	3	55	0.000675	28.9
360e66ad345127f9b139_mega	9e69243ee9ff143aac75_mega	15	28.302	29	54.72	53	38	0	4	56	2	54	0.001	28.1
360e66ad345127f9b139_mega	48c7676f5f46c6755d78_mega	14	25.926	27	50.0	54	39	1	3	56	2	54	0.002	27.3
360e66ad345127f9b139_mega	f1d0bc8d073ec95126e8_mega	12	30.769	21	53.85	39	26	1	18	56	4	41	0.003	26.9
360e66ad345127f9b139_mega	fa318866c425334483a0_mega	17	27.869	29	47.54	61	37	2	3	56	3	63	0.006	26.6
360e66ad345127f9b139_mega	f0701a82b6d31864256a_mega	20	31.25	32	50.0	64	36	3	1	56	4	67	0.011	25.8
360e66ad345127f9b139_mega	841d80cc36fc07fb7a4f_mega	13	33.333	22	56.41	39	25	1	1	38	17	55	0.015	25.4
360e66ad345127f9b139_mega	f684fd75778d249ebeab_mega	14	24.561	30	52.63	57	41	2	1	56	6	61	0.027	25.0
360e66ad345127f9b139_mega	11c50d3778ee31393c5b_mega	11	26.19	25	59.52	42	27	2	18	55	19	60	0.072	23.9
360e66ad345127f9b139_mega	0cb4491bf1e1cb34adce_tmdbs	11	42.308	15	57.69	26	15	0	9	34	1029	1054	0.52	21.9
360e66ad345127f9b139_mega	aa561453eea53231bd71_S2648	10	33.333	18	60.0	30	15	1	12	36	128	157	1.4	20.8
360e66ad345127f9b139_mega	b1ba01571484c7fd6e5a_fireprot	15	28.846	24	46.15	52	33	2	5	52	605	656	3.3	20.0
360e66ad345127f9b139_mega	8062b57fc81306921628_S669	7	43.75	11	68.75	16	9	0	44	59	188	203	3.5	19.6
360e66ad345127f9b139_mega	bfeed64c4099bff5afef_tmdbs	7	33.333	13	61.9	21	10	1	34	50	224	244	8.8	18.5
360e66ad345127f9b139_mega	a51a050e19cedb8f459e_S2648	7	33.333	13	61.9	21	10	1	34	50	224	244	8.8	18.5
360e66ad345127f9b139_mega	bfeed64c4099bff5afef_fireprot	7	33.333	13	61.9	21	10	1	34	50	224	244	8.8	18.5
de7d5aef1173e06d7a0a_mega	de7d5aef1173e06d7a0a_mega	60	100.0	60	100.0	60	0	0	1	60	1	60	5.5499999999999996e-42	125.0
de7d5aef1173e06d7a0a_mega	92f00d6e24bba4839b5b_mega	58	96.667	59	98.33	60	2	0	1	60	1	60	1.2e-40	121.0
de7d5aef1173e06d7a0a_mega	e95f0474dd9c90fa56ed_tmdbs	56	93.333	57	95.0	60	4	0	1	60	2	61	6.64e-38	114.0
de7d5aef1173e06d7a0a_mega	e95f0474dd9c90fa56ed_tmdbm	56	93.333	57	95.0	60	4	0	1	60	2	61	6.64e-38	114.0
de7d5aef1173e06d7a0a_mega	e95f0474dd9c90fa56ed_S2648	56	93.333	57	95.0	60	4	0	1	60	2	61	6.64e-38	114.0
de7d5aef1173e06d7a0a_mega	c91112a3f48bd5d1a5a9_mega	56	93.333	57	95.0	60	4	0	1	60	2	61	6.99e-38	114.0
de7d5aef1173e06d7a0a_mega	57115714fd6439752991_mega	55	93.22	56	94.92	59	4	0	2	60	1	59	5.4100000000000005e-37	112.0
de7d5aef1173e06d7a0a_mega	c391edcfd0f9e5ff51dc_mega	53	92.982	54	94.74	57	4	0	4	60	1	57	1.91e-35	108.0
de7d5aef1173e06d7a0a_mega	a2cd7eaba8db01fe5674_mega	52	92.857	53	94.64	56	4	0	5	60	1	56	9.78e-35	106.0
de7d5aef1173e06d7a0a_mega	3cd6213bee178eb0d919_mega	52	92.857	53	94.64	56	4	0	5	60	1	56	1.13e-34	106.0
de7d5aef1173e06d7a0a_mega	14af28b910871c2e773a_ptmuld	52	92.857	53	94.64	56	4	0	5	60	1	56	1.31e-34	106.0
de7d5aef1173e06d7a0a_mega	08f63ac9a85bce9135af_mega	50	92.593	52	96.3	54	4	0	7	60	2	55	7.379999999999999e-34	104.0
de7d5aef1173e06d7a0a_mega	9701477f9b34286b3cc6_tmdbs	56	93.333	57	95.0	60	4	0	1	60	965	1024	1.25e-33	114.0
de7d5aef1173e06d7a0a_mega	fcc1d0e443782f43afb0_mega	51	91.071	52	92.86	56	5	0	5	60	1	56	1.38e-33	103.0
de7d5aef1173e06d7a0a_mega	f0701a82b6d31864256a_mega	56	82.353	57	83.82	68	4	2	1	60	2	69	1.77e-33	103.0
de7d5aef1173e06d7a0a_mega	49fc8a63f2d4f0a9a602_mega	56	82.353	57	83.82	68	4	2	1	60	2	69	4.51e-33	102.0
de7d5aef1173e06d7a0a_mega	fa318866c425334483a0_mega	52	80.0	53	81.54	65	5	1	4	60	1	65	3.94e-32	100.0
de7d5aef1173e06d7a0a_mega	48c7676f5f46c6755d78_mega	47	83.929	51	91.07	56	9	0	5	60	1	56	5.68e-31	97.4
de7d5aef1173e06d7a0a_mega	e83953750dcb12bb6899_mega	47	83.929	51	91.07	56	9	0	5	60	1	56	1.78e-30	95.9
de7d5aef1173e06d7a0a_mega	841d80cc36fc07fb7a4f_mega	42	95.455	43	97.73	44	2	0	3	46	17	60	5.8400000000000004e-27	87.4
de7d5aef1173e06d7a0a_mega	841d80cc36fc07fb7a4f_mega	12	92.308	12	92.31	13	1	0	48	60	1	13	0.001	28.1
de7d5aef1173e06d7a0a_mega	f1d0bc8d073ec95126e8_mega	40	93.023	40	93.02	43	3	0	18	60	1	43	1.14e-25	84.0
de7d5aef1173e06d7a0a_mega	f1d0bc8d073ec95126e8_mega	11	84.615	12	92.31	13	2	0	3	15	47	59	0.016	25.4
de7d5aef1173e06d7a0a_mega	70b8f8e832f44287f845_fireprot	18	33.962	35	66.04	53	35	0	5	57	154	206	5.19e-11	49.7
de7d5aef1173e06d7a0a_mega	70b8f8e832f44287f845_fireprot	13	24.528	34	64.15	53	39	1	8	59	3	55	5.83e-07	38.5
de7d5aef1173e06d7a0a_mega	e89702de7b572897948c_mega	18	35.294	34	66.67	51	31	1	9	57	3	53	9.71e-11	46.2
de7d5aef1173e06d7a0a_mega	70c7762ab85d8503895c_tmdbs	18	33.962	33	62.26	53	33	1	7	57	3	55	1.04e-10	46.2
de7d5aef1173e06d7a0a_mega	70c7762ab85d8503895c_tmdbm	18	33.962	33	62.26	53	33	1	7	57	3	55	1.04e-10	46.2
de7d5aef1173e06d7a0a_mega	70c7762ab85d8503895c_S2648	18	33.962	33	62.26	53	33	1	7	57	3	55	1.04e-10	46.2
de7d5aef1173e06d7a0a_mega	70c7762ab85d8503895c_ptmuld	18	33.962	33	62.26	53	33	1	7	57	3	55	1.04e-10	46.2
de7d5aef1173e06d7a0a_mega	f6a7b0f2e970f7b28f70_mega	18	33.962	33	62.26	53	33	1	7	57	3	55	1.39e-10	45.8
de7d5aef1173e06d7a0a_mega	ffae150c4f7bd11d59f6_mega	18	33.962	33	62.26	53	33	1	7	57	2	54	1.44e-10	45.8
de7d5aef1173e06d7a0a_mega	b914382045d6682bf9a7_mega	18	33.962	32	60.38	53	33	1	7	57	3	55	1.85e-10	45.4
de7d5aef1173e06d7a0a_mega	f0213083ebfae49a6c52_mega	18	33.962	33	62.26	53	33	1	7	57	2	54	1.89e-10	45.4
de7d5aef1173e06d7a0a_mega	3755b33919ea151117dd_mega	16	33.333	32	66.67	48	32	0	10	57	6	53	2e-10	45.4
de7d5aef1173e06d7a0a_mega	4005b5050c202e99e2a5_tmdbs	20	35.088	35	61.4	57	35	1	3	57	82	138	2.82e-10	48.1
de7d5aef1173e06d7a0a_mega	c94a25a8f45876980bf8_mega	17	32.075	32	60.38	53	34	1	7	57	3	55	3.27e-10	45.1
de7d5aef1173e06d7a0a_mega	58f60bb1d8aaad83cd79_mega	18	35.294	34	66.67	51	32	1	8	57	4	54	4.75e-10	44.7
de7d5aef1173e06d7a0a_mega	280d442b4b7fdec0652a_mega	22	41.509	35	66.04	53	29	2	8	60	3	53	5.98e-10	44.3
de7d5aef1173e06d7a0a_mega	d16ec6147df269292de3_mega	17	32.075	32	60.38	53	34	1	7	57	2	54	7.36e-10	43.9
de7d5aef1173e06d7a0a_mega	ab69bfdd720d7f33e2e9_mega	17	32.075	32	60.38	53	34	1	7	57	3	55	8.3e-10	43.9
de7d5aef1173e06d7a0a_mega	375b8a1060b67c3b23f6_tmdbs	18	35.294	34	66.67	51	31	1	9	57	90	140	2.47e-09	45.4
